# Time-averaged data for fix msdout
# TimeStep c_Hmsd[4]
18600 12.7572
18700 12.7689
18800 12.5035
18900 12.6931
19000 12.8385
19100 12.8636
19200 12.9002
19300 12.9866
19400 13.1332
19500 13.598
19600 13.6718
19700 13.5902
19800 14.0801
19900 14.1733
20000 14.0637
20100 14.5662
20200 14.0735
20300 14.2283
20400 14.3884
20500 14.3833
20600 14.4869
20700 14.6968
20800 14.7533
20900 14.692
21000 14.8413
21100 14.2948
21200 14.2882
21300 14.3266
21400 14.6613
21500 14.4818
21600 14.5379
21700 14.3209
21800 14.6456
21900 14.3668
22000 14.7046
22100 14.7635
22200 14.7087
22300 14.4392
22400 14.6268
22500 14.8092
22600 14.8363
22700 15.0922
22800 15.1978
22900 15.1813
23000 15.2302
23100 15.3584
23200 15.2314
23300 15.2601
23400 15.0522
23500 15.2767
23600 15.4417
23700 15.5542
23800 15.8738
23900 15.9494
24000 15.7765
24100 15.7562
24200 16.1515
24300 17.0432
24400 17.1684
24500 17.2719
24600 17.0945
24700 17.7673
24800 17.8292
24900 18.0523
25000 18.4218
25100 18.8613
25200 18.9651
25300 19.2446
25400 19.8395
25500 19.3724
25600 19.4604
25700 19.5564
25800 19.8681
25900 19.7477
26000 20.1195
26100 19.9006
26200 19.8663
26300 19.9156
26400 20.3251
26500 20.3946
26600 20.1286
26700 20.0177
26800 20.4328
26900 20.172
27000 20.3477
27100 20.3788
27200 20.7407
27300 21.1192
27400 21.0299
27500 21.1089
27600 21.4583
27700 20.9172
27800 21.1036
27900 21.0317
28000 21.2991
28100 20.8101
28200 21.1328
28300 22.1114
28400 22.4272
28500 22.4502
28600 22.3909
28700 22.5742
28800 22.965
28900 23.2222
29000 23.6901
29100 23.5467
29200 23.944
29300 23.2733
29400 23.3783
29500 24.2538
29600 24.1234
29700 24.2874
29800 24.3239
29900 24.4437
30000 24.4771
30100 24.7799
30200 24.8429
30300 25.3477
30400 24.9102
30500 24.9646
30600 24.9843
30700 24.5113
30800 24.3645
30900 24.6825
31000 24.4579
31100 24.5203
31200 24.7441
31300 24.5027
31400 24.2991
31500 24.4356
31600 24.9178
31700 24.7717
31800 24.9546
31900 24.5954
32000 24.7926
32100 25.1544
32200 25.3767
32300 25.5305
32400 25.5726
32500 25.3905
32600 25.6963
32700 25.3111
32800 25.5173
32900 25.3666
33000 25.3661
33100 25.7968
33200 25.8291
33300 25.4213
33400 25.7221
33500 25.8453
33600 25.5228
33700 25.6308
33800 25.6774
33900 25.6234
34000 26.0245
34100 26.0064
34200 25.6393
34300 25.8914
34400 26.1356
34500 26.0988
34600 26.0934
34700 26.1389
34800 26.0462
34900 26.1083
35000 26.2223
35100 26.3987
35200 27.1474
35300 26.5194
35400 26.6408
35500 26.6983
35600 26.776
35700 26.8521
35800 26.9966
35900 26.7625
36000 26.902
36100 26.8683
36200 27.0732
36300 26.8187
36400 26.8363
36500 27.1054
36600 27.5356
36700 27.7583
36800 28.1223
36900 28.2969
37000 29.0018
37100 29.7973
37200 29.2309
37300 28.9689
37400 28.4155
37500 28.2098
37600 28.7167
37700 28.9533
37800 28.9937
37900 29.0622
38000 29.2529
38100 28.9759
38200 29.0835
38300 29.3177
38400 29.5341
38500 29.3929
38600 29.3179
38700 29.6272
38800 29.0722
38900 29.5121
39000 29.7954
39100 30.307
39200 30.4558
39300 30.6846
39400 31.2809
39500 31.1428
39600 32.1522
39700 32.0855
39800 32.0896
39900 31.9514
40000 32.333
40100 31.7544
40200 31.8429
40300 31.6031
40400 32.2678
40500 32.258
40600 32.2824
40700 32.6426
40800 32.749
40900 32.846
41000 32.9818
41100 32.9871
41200 33.6037
41300 33.0943
41400 32.898
41500 32.7311
41600 32.7485
41700 33.0839
41800 33.0579
41900 33.3057
42000 33.7601
42100 34.2233
42200 34.0886
42300 34.1631
42400 34.4384
42500 34.0679
42600 34.0204
42700 33.5562
42800 34.063
42900 33.8811
43000 33.9463
43100 33.8263
43200 33.9311
43300 33.8991
43400 33.7087
43500 33.9943
43600 34.0778
43700 34.4182
43800 34.0183
43900 34.1572
44000 33.9278
44100 34.2301
44200 34.1063
44300 34.1568
44400 34.1956
44500 34.2636
44600 34.8035
44700 34.8155
44800 34.7262
44900 33.9404
45000 33.9892
45100 34.4545
45200 34.3252
45300 34.6536
45400 34.8335
45500 34.773
45600 34.7659
45700 34.769
45800 34.8898
45900 35.3068
46000 34.7575
46100 34.787
46200 35.2726
46300 35.2247
46400 35.341
46500 35.0914
46600 35.3491
46700 35.1489
46800 34.8345
46900 34.9812
47000 35.4518
47100 35.5735
47200 35.8367
47300 35.466
47400 35.3096
47500 36.1573
47600 36.3493
47700 36.4496
47800 36.7758
47900 36.2962
48000 36.3622
48100 36.5571
48200 36.5496
48300 36.4211
48400 37.1363
48500 36.8772
48600 36.3477
48700 36.4475
48800 37.1894
48900 36.8389
49000 36.7224
49100 36.8592
49200 37.0822
49300 36.9467
49400 37.3845
49500 37.228
49600 37.3033
49700 37.5799
49800 37.1484
49900 37.1805
50000 37.3838
