# Time-averaged data for fix msdout
# TimeStep c_Hmsd[4]
44400 65.4244
44500 65.4644
44600 66.0542
44700 66.425
44800 65.9314
44900 66.2489
45000 65.8906
45100 66.3026
45200 66.622
45300 66.448
45400 66.6789
45500 66.713
45600 67.0026
45700 67.0718
45800 66.8771
45900 66.4278
46000 66.9147
46100 66.7057
46200 67.6573
46300 67.5372
46400 67.8604
46500 68.2398
46600 67.8626
46700 67.7414
46800 67.9477
46900 67.116
47000 67.6232
47100 68.2716
47200 68.2515
47300 68.0334
47400 68.2464
47500 67.75
47600 68.4237
47700 68.6626
47800 69.148
47900 68.9845
48000 68.607
48100 68.4407
48200 68.2711
48300 68.0221
48400 68.7386
48500 68.5895
48600 69.0763
48700 68.4891
48800 69.0398
48900 68.9343
49000 68.8616
49100 69.6459
49200 69.2583
49300 68.7549
49400 69.0878
49500 69.384
49600 69.6326
49700 68.5742
49800 69.287
49900 69.2503
50000 68.6033
